Date,Aircraft,Registration,Category,Route,Duty Position,Mission,Sorties,Combat,Combat Sorties,Day,Day System,Night System,Night Goggles,Dual Received (Student),SIC,PIC,Instructor,Taxi,Total w/o Other,Civ Other,Total w/ Other,Solo,Night,Act Inst,Sim Inst,X-Country,XC Instruction Received,XC Solo,XC PIC,XC SIC,Day T/O,Day Ldg,Night T/O,Night Ldg,Instrument Approaches,Remarks
10/04/2017,TH-67A,0067908,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/05/2017,TH-67A,0067908,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/06/2017,TH-67A,0067848,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/10/2017,TH-67A,0067848,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/11/2017,TH-67A,0067848,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/12/2017,TH-67A,0067761,Rotorcraft,"",PI,T,1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0,1,0,0,0,
10/13/2017,TH-67A,0067572,Rotorcraft,"",PI,T,1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0,1,0,0,0,
10/16/2017,TH-67A,0067814,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/17/2017,TH-67A,0067814,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/18/2017,TH-67A,0067814,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/19/2017,TH-67A,0067872,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/20/2017,TH-67A,0067848,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/23/2017,TH-67A,0067962,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/24/2017,TH-67A,0067873,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/25/2017,TH-67A,0067176,Rotorcraft,"",PI,T,1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0,1,0,0,0,
10/26/2017,TH-67A,0067442,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
10/28/2017,TH-67A,0067862,Rotorcraft,"",PI,T,1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0,1,0,0,0,
10/30/2017,TH-67A,0067176,Rotorcraft,"",PI,T,1,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0,1,0,0,0,
10/31/2017,TH-67A,0067269,Rotorcraft,"",PI,T,1,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0,1,0,0,0,
11/01/2017,TH-67A,0091637,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
11/06/2017,TH-67A,0067001,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
11/07/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
11/08/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
11/13/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
11/14/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
11/15/2017,TH-67A,0067915,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
11/16/2017,TH-67A,0067001,Rotorcraft,"",PI,T,1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
11/16/2017,TH-67A,0067001,Rotorcraft,"",PI,T,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
11/17/2017,TH-67A,0067001,Rotorcraft,"",PI,T,1,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,0,1,0,0,0,
11/20/2017,TH-67A,0067242,Rotorcraft,"",PI,T,1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0,1,0,0,0,
11/21/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0,1,0,0,0,
11/27/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0,1,0,0,0,
11/28/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0,1,0,0,0,
11/30/2017,TH-67A,0067915,Rotorcraft,"",PI,T,1,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0,1,0,0,0,
12/04/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0,1,0,0,0,
12/05/2017,TH-67A,0067130,Rotorcraft,"",PI,T,1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0,1,0,0,0,
12/06/2017,TH-67A,0076544,Rotorcraft,"",PI,T,1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
12/07/2017,TH-67A,0067130,Rotorcraft,"",PI,T,1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
12/11/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0,1,0,0,0,
12/12/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
12/13/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
12/14/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,
12/15/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
12/19/2017,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
01/03/2018,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0,1,0,0,0,
01/04/2018,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0,1,0,0,0,
01/05/2018,TH-67A,0058765,Rotorcraft,"",PI,T,1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0,1,0,0,0,
01/16/2018,TH-67A,0067242,Rotorcraft,"",PI,T,1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0,1,0,0,0,
01/17/2018,TH-67A,0067525,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
02/12/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/13/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/14/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/15/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/16/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/20/2018,TH-67F,"",Simulator,LOCAL,PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/21/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/22/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/23/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/26/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/27/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
02/28/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/01/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/02/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/05/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/06/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/07/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/08/2018,TH-67F,"",Simulator,LOCAL,PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/09/2018,TH-67F,"",Simulator,LOCAL,PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/12/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/13/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/14/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/15/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/16/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/19/2018,TH-67F,"",Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
03/20/2018,TH-67A,0067599,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,
03/21/2018,TH-67A,0067580,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,1.3,0,0,0,0,0,
03/22/2018,TH-67A,0067656,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,1.3,0,0,0,0,0,
03/23/2018,TH-67A,0067561,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,1.4,0,0,0,0,0,
03/26/2018,TH-67A,0067578,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,1.3,0,0,0,0,0,
03/27/2018,TH-67A,0067363,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,1.1,0,0,0,0,0,
03/28/2018,TH-67A,0067599,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,1.3,0,0,0,0,0,
03/29/2018,TH-67A,0067599,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,1.4,0,0,0,0,0,
03/30/2018,TH-67A,0067580,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,1.1,0,0,0,0,0,
04/03/2018,TH-67A,0067411,Rotorcraft,"",PI,T,1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0,1,0,0,0,
04/04/2018,TH-67A,0067554,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,
04/05/2018,TH-67A,0067516,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,1.2,0,0,0,0,0,
04/06/2018,TH-67A,0067745,Rotorcraft,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,1.2,0,0,0,0,0,
04/11/2018,OH-58C,6916209,Rotorcraft,"",PI,T,1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0,1,0,0,0,
04/12/2018,OH-58C,7015126,Rotorcraft,"",PI,T,1,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,0,1,0,0,0,
04/13/2018,OH-58C,7015356,Rotorcraft,"",PI,T,1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,1,0,0,0,
04/16/2018,OH-58C,7015356,Rotorcraft,"",PI,T,1,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.7,0,1,0,0,0,
